50 83
150 300
250 508
350 414
450 744
550 1429
650 1668
750 2362
850 2930
950 3743
1050 4206
1150 3864
1250 4367
1350 5336
1450 3673
1550 5369
1650 6604
1750 7471
1850 6930
1950 8334
2050 7121
2150 6909
2250 8079
2350 8428
2450 7599
2550 7104
2650 6451
2750 7786
2850 6067
2950 7165
3050 6801
3150 5460
3250 6551
3350 7271
3450 6666
3550 10678
3650 7364
3750 8724
3850 9978
3950 10415
4050 6976
4150 8680
4250 7713
4350 6905
4450 11071
4550 10279
4650 7623
4750 10903
4850 8596
4950 7876
5050 8843
5150 9295
5250 8798
5350 9205
5450 9017
5550 10409
5650 9268
5750 10493
5850 9410
5950 10182
6050 11932
6150 9917
6250 10597
6350 10420
6450 11056
6550 10704
6650 11203
6750 13577
6850 11936
6950 11533
7050 11788
7150 11197
7250 12401
7350 13057
7450 12237
7550 12014
7650 12354
7750 12860
7850 13049
7950 13734
8050 13354
8150 13373
8250 14269
8350 13904
8450 13477
8550 14926
8650 13826
8750 14450
8850 14820
8950 14257
9050 14349
9150 15992
9250 15003
9350 15602
9450 15771
9550 15110
9650 15272
9750 15480
9850 16445
9950 18530
10050 19840
10150 17804
10250 18290
10350 20249
10450 18124
10550 20356
10650 17185
10750 17021
10850 18303
10950 21423
11050 17557
11150 17840
11250 22804
11350 18086
11450 19874
11550 20136
11650 19333
11750 19573
11850 20063
11950 20728
12050 19452
12150 19064
12250 20057
12350 22113
12450 22226
12550 20922
12650 20748
12750 20584
12850 21980
12950 21706
13050 22966
13150 22505
13250 21617
13350 22669
13450 21167
13550 22293
13650 22599
13750 21807
13850 22487
13950 24052
14050 23775
14150 23111
14250 22546
14350 27306
14450 24016
14550 24631
14650 24627
14750 24592
14850 30124
14950 24031
15050 24679
15150 25410
15250 23984
15350 25170
15450 26050
15550 25417
15650 26326
15750 27429
15850 29926
15950 28717
16050 31350
16150 30683
16250 28341
16350 30049
16450 31240
16550 28719
16650 27072
16750 32593
16850 29015
16950 29524
17050 29305
17150 34166
17250 31428
17350 31073
17450 29570
17550 30827
17650 29436
17750 33272
17850 27988
17950 29991
18050 29875
18150 31004
18250 31343
18350 29985
18450 30654
18550 34926
18650 36055
18750 31481
18850 34192
18950 35332
19050 38431
19150 30403
19250 38558
19350 34540
19450 32028
19550 36193
19650 35581
19750 33114
19850 33856
19950 34329
20050 38666
20150 33095
20250 36527
20350 38527
20450 35097
20550 43003
20650 33069
20750 33371
20850 35163
20950 34290
21050 34174
21150 37069
21250 35692
21350 38251
21450 34067
21550 36453
21650 43427
21750 35826
21850 35646
21950 38074
22050 45826
22150 39341
22250 37316
22350 40459
22450 40554
22550 39214
22650 47958
22750 48886
22850 45391
22950 46513
23050 46428
23150 44823
23250 47159
23350 48747
23450 47610
23550 53617
23650 49374
23750 56882
23850 46050
23950 57779
24050 62057
24150 58958
24250 60270
24350 54095
24450 51908
24550 47986
24650 49209
24750 50239
24850 50186
24950 46999
25050 42134
25150 50116
25250 54300
25350 44762
25450 46215
25550 56423
25650 45619
25750 44434
25850 45105
25950 53529
26050 47788
26150 42781
26250 47905
26350 53912
26450 51498
26550 47443
26650 63999
26750 63195
26850 61123
26950 78932
27050 49256
27150 61951
27250 73370
27350 64164
27450 63478
27550 62810
27650 81571
27750 71747
27850 76257
27950 70215
28050 75021
28150 63923
28250 62470
28350 60643
28450 60326
28550 62565
28650 68703
28750 71913
28850 65746
28950 66251
29050 67300
29150 50782
29250 68029
29350 62319
29450 52026
29550 65088
29650 66471
29750 71795
29850 64962
29950 63488
30050 68151
30150 62218
30250 60669
30350 58631
30450 54526
30550 49536
30650 52073
30750 63565
30850 59452
30950 50485
31050 57171
31150 62268
31250 51976
31350 58670
31450 52990
31550 51319
31650 61512
31750 57414
31850 76738
31950 58530
32050 58823
32150 64542
32250 62059
32350 73340
32450 67209
32550 70263
32650 80862
32750 85523
32850 81162
32950 110528
33050 91746
33150 91947
33250 68122
33350 98744
33450 104315
33550 106031
33650 89909
33750 61290
33850 85326
33950 91415
34050 91146
34150 85415
34250 90481
34350 84660
34450 84304
34550 84436
34650 85662
34750 78455
34850 95724
34950 91742
35050 85994
35150 75459
35250 85823
35350 94814
35450 97672
35550 73668
35650 103121
35750 103991
35850 93069
35950 95825
36050 92770
36150 108702
36250 93793
36350 95328
36450 100577
36550 115945
36650 109327
36750 110696
36850 81816
36950 88399
37050 84611
37150 94554
37250 79042
37350 119804
37450 80490
37550 84856
37650 71713
37750 92938
37850 90968
37950 78672
38050 77520
38150 76915
38250 66332
38350 82982
38450 78929
38550 78515
38650 70397
38750 65263
38850 86064
38950 67399
39050 64568
39150 69434
39250 107717
39350 124177
39450 72022
39550 70685
39650 78432
39750 81835
39850 75379
39950 104372
40050 95832
40150 105169
40250 69650
40350 86505
40450 118853
40550 83159
40650 69480
40750 69275
40850 87846
40950 84070
41050 110802
41150 84678
41250 92520
41350 82464
41450 97064
41550 107736
41650 101525
41750 94950
41850 99699
41950 93102
42050 113420
42150 92292
42250 89993
42350 98988
42450 81887
42550 121340
42650 92044
42750 103421
42850 107059
42950 95038
43050 97680
43150 100524
43250 101045
43350 141937
43450 117236
43550 92794
43650 112939
43750 120131
43850 100222
43950 132078
44050 154965
44150 99722
44250 129628
44350 143036
44450 153257
44550 161987
44650 116644
44750 117356
44850 110964
44950 144616
45050 134218
45150 68870
45250 97974
45350 136680
45450 132853
45550 187713
45650 166916
45750 103528
45850 141119
45950 163642
46050 117908
46150 69738
46250 74825
46350 125269
46450 178593
46550 173699
46650 126463
46750 153392
46850 187250
46950 176203
47050 148783
47150 146101
47250 168642
47350 164408
47450 163411
47550 135623
47650 159632
47750 147884
47850 146802
47950 172735
48050 136950
48150 177083
48250 135279
48350 156967
48450 134082
48550 145251
48650 190351
48750 165939
48850 137653
48950 140244
49050 135924
49150 149076
49250 151786
49350 139737
49450 138065
49550 149896
49650 154488
49750 136099
49850 130340
49950 159815
50050 155604
50150 134109
50250 116573
50350 106298
50450 141250
50550 144095
