1000 65621
2000 203711
3000 329680
4000 570814
5000 525304
6000 632926
7000 973932
8000 1125662
9000 740717
10000 826629
11000 1079857
12000 980737
13000 1222971
14000 1142477
15000 1352453
16000 1823652
17000 1662745
18000 1592093
19000 1862956
20000 1865236
21000 1890869
22000 1976027
23000 1926819
24000 2126600
25000 2271801
26000 2362025
27000 2526831
28000 2629514
29000 2846832
30000 2744231
31000 2938150
32000 2889096
33000 3241076
34000 4413109
35000 4555045
36000 4082422
37000 4446423
38000 3794916
39000 4857266
40000 4499096
41000 4599397
42000 4319434
43000 5262978
44000 5780044
45000 6572192
46000 6419952
47000 6863638
48000 6367823
49000 6836743
50000 7302085
51000 7273658
52000 6719346
53000 7250396
54000 7182271
55000 9085913
56000 7208353
57000 8206146
58000 7783138
59000 8038690
60000 8886356
61000 7775264
62000 7355856
63000 6704081
64000 7068744
65000 6905333
66000 6551994
67000 7162810
68000 7049694
69000 7079134
70000 7487338
71000 7739031
72000 7651558
73000 7475374
74000 7918397
75000 7844029
76000 7760194
77000 8051685
78000 8509313
79000 8647677
80000 8830578
81000 9105668
82000 9151700
83000 9258563
84000 9864306
85000 11598049
86000 11837391
87000 13021886
88000 12942353
89000 13561486
90000 13409041
91000 13464934
92000 14187554
93000 13468720
94000 13810256
95000 13668606
96000 14301061
97000 14716456
98000 14701223
99000 14943141
100000 14757364
101000 15106745
102000 16329001
103000 16063961
104000 15849434
105000 17151165
106000 19985712
107000 21024789
108000 20979641
109000 20885651
110000 21704605
111000 21626229
112000 22243315
113000 21985287
114000 21807414
115000 22432703
116000 23193214
117000 15160289
118000 12968389
119000 13412744
120000 13353740
121000 12954426
122000 14215778
123000 13678477
124000 13170938
125000 13953557
126000 14214867
127000 14552534
128000 14189832
129000 14266588
130000 13685099
131000 14635092
132000 14971827
133000 17176998
134000 19081879
135000 19118786
136000 17128804
137000 15354156
138000 15407799
139000 15647587
140000 15789400
141000 15584517
142000 15765460
143000 16008348
144000 16444445
145000 16057275
146000 16049753
147000 16371981
148000 17337836
149000 17683824
150000 18794689
151000 18944784
152000 18055883
153000 18237231
154000 19323188
155000 17936348
156000 19014520
157000 18813758
158000 18523576
159000 18016333
160000 18650676
161000 19412238
162000 19012879
163000 18784090
164000 19161369
165000 18603556
166000 19700620
167000 19680116
168000 19196809
169000 19128698
170000 19469786
171000 19458457
172000 19661339
173000 19706174
174000 20178164
175000 20191027
176000 19832174
177000 20110024
178000 20034810
179000 20328167
180000 20693920
181000 21386878
182000 21172027
183000 21259526
184000 20882477
185000 20873308
186000 21312019
187000 22430960
188000 22663946
189000 22549345
190000 22364626
191000 23298076
192000 28425159
193000 29259549
194000 26003027
195000 21960111
196000 22194962
197000 21756992
198000 23320371
199000 24267390
200000 23543056
201000 24199118
202000 23213631
203000 24386652
204000 24009086
205000 23735780
206000 23647912
207000 23665061
208000 23378401
209000 23503293
210000 23447527
211000 23695633
212000 23708101
213000 24411952
214000 24030519
215000 24635927
216000 24397911
217000 24166666
218000 25958745
219000 26416861
220000 26490438
221000 26646963
222000 28436126
223000 26246470
224000 28556173
225000 27198008
226000 30274010
227000 28516046
228000 28361077
229000 28945244
230000 29410279
231000 28664493
232000 29312337
233000 29110342
234000 28671332
235000 29082644
236000 30261439
237000 30237506
238000 29944564
239000 30006355
240000 29460300
241000 29792791
242000 30237186
243000 30907825
244000 29552713
245000 27924186
246000 28747003
247000 28570364
248000 28527148
249000 29120796
250000 29888499
251000 30324817
252000 28564460
253000 28387505
254000 29344044
255000 28384910
256000 29177690
257000 30999183
258000 28583536
259000 28895693
260000 29328850
261000 28412632
262000 28816217
263000 31374426
264000 45356749
265000 42363262
266000 30614066
267000 30532583
268000 30282539
269000 30525216
270000 30367527
271000 30491145
272000 30702321
273000 30843525
274000 32935356
275000 34563632
276000 32526765
277000 31577986
278000 30808682
279000 32367758
280000 33273380
281000 31657874
282000 33955166
283000 33361770
284000 34214924
285000 34928969
286000 34668647
287000 35115427
288000 35429744
289000 34807759
290000 35790342
291000 38445422
292000 42115126
293000 40214389
294000 40359128
295000 39380169
296000 37949447
297000 36276444
298000 36290279
299000 36006782
300000 34682818
301000 35394963
302000 37438629
303000 37534017
304000 38214437
305000 38062573
306000 37350388
307000 37799799
308000 38099875
309000 38090751
310000 38353980
311000 41824337
312000 46122314
313000 48561077
314000 36935781
315000 35934615
316000 39096783
317000 42142077
318000 51416487
319000 53256327
320000 53033385
321000 51475170
322000 46237485
323000 36579452
324000 37565148
325000 37081555
326000 37562059
327000 36624969
328000 37729121
329000 37097817
330000 37560745
331000 38896598
332000 42006205
333000 42429000
334000 44706278
335000 41729077
336000 43624337
337000 39721142
338000 39431606
339000 38280383
340000 39168902
341000 39384275
342000 43587798
343000 40623316
344000 40770733
345000 42738048
346000 40362252
347000 39604324
348000 39496222
349000 44136428
350000 40625361
351000 39924166
352000 40097556
353000 41074977
354000 40122617
355000 42040029
356000 48060505
357000 49500073
358000 53219513
359000 53717757
360000 48597299
361000 42360755
362000 45829044
363000 45294425
364000 45786999
365000 45520138
366000 46212660
367000 50368163
368000 42425363
369000 42309279
370000 42012946
371000 42249395
372000 42384884
373000 43013276
374000 43498371
375000 44994847
376000 46304869
377000 43937023
378000 44374674
379000 45412838
380000 44457367
381000 43975319
382000 44272171
383000 45347732
384000 45194500
385000 49940011
386000 49192710
387000 51742721
388000 50949500
389000 48208457
390000 49137996
391000 44469555
392000 44787134
393000 45366735
394000 47302706
395000 48976076
396000 46450942
397000 45419453
398000 45867385
399000 45539935
400000 45669253
401000 46719494
402000 46507849
403000 46500214
404000 49215640
405000 58088204
406000 70196827
407000 75064938
408000 69172101
409000 47183150
410000 52865913
411000 60602215
412000 64552076
413000 54173711
414000 50422033
415000 55561027
416000 53629324
417000 47530798
418000 52155713
419000 49142525
420000 48362185
421000 50151924
422000 48908339
423000 53539534
424000 53699323
425000 48855815
426000 49060705
427000 49835281
428000 50912056
429000 50092483
430000 50602967
431000 50008123
432000 50771830
433000 49283783
434000 50321397
435000 49588476
436000 53808297
437000 54729606
438000 54139877
439000 54968151
440000 59023241
441000 60262904
442000 58772322
443000 60092313
444000 64180937
445000 87092228
446000 60789711
447000 60963391
448000 60175187
449000 51853250
450000 52874424
451000 53520809
452000 52059583
453000 56281311
454000 55319763
455000 67800131
456000 68836387
457000 54677272
458000 52350324
459000 53124886
460000 53817836
461000 53756359
462000 52237691
463000 53861390
464000 54223059
465000 58450022
466000 69017384
467000 78803208
468000 83559443
469000 58783572
470000 55288433
471000 54551095
472000 56615948
473000 55766035
474000 54993345
475000 55051369
476000 60291651
477000 62281366
478000 55975719
479000 56456888
480000 56262028
481000 56557910
482000 63600242
483000 72284020
484000 71914780
485000 72815601
486000 69927553
487000 58034678
488000 57259270
489000 56560270
490000 57086602
491000 58562122
492000 61198245
493000 58199485
494000 62017659
495000 63876519
496000 57817951
497000 57657297
498000 57841267
499000 57400866
500000 57697076
501000 58081139
502000 57610788
503000 58203501
504000 58588391
505000 58757809
506000 71895150
507000 58872048
508000 59403289
509000 58215926
510000 60232719
511000 59026516
512000 58914624
513000 58388532
514000 63061853
515000 63562070
516000 59830728
517000 60199771
518000 63887369
519000 59683873
520000 60502603
521000 61557797
522000 61670830
523000 60796922
524000 64217329
525000 60024766
526000 61804033
527000 61073441
528000 60097865
529000 63123233
530000 64689188
531000 63678880
532000 61917236
533000 63848232
534000 67274390
535000 68981268
536000 66943170
